pokemon_id,name,rarity,ability_id,type_id_1,type_id_2,weight,height,hp,attack,defense,sp_attack,sp_defense,speed,description
290,nincada,8,14,7,5,55,5,31,45,90,30,30,40,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients.  This Pokemon can't withstand bright sunlight so avoids it.
291,ninjask,10,3,7,3,120,8,61,90,45,50,50,160,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokemon is said to be one that puts the Trainer's abilities to the test."
292,shedinja,10,25,7,8,12,8,1,90,45,30,30,40,Shedinja is a peculiar Pokemon. It seems to appear unsought in a Poke Ball after a Nincada evolves. This bizarre Pokemon is entirely immobile-it doesn't even breathe.
293,whismur,2,43,1,-1,163,6,64,51,23,51,23,28,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokemon goes to sleep, all tired out."
294,loudred,3,43,1,-1,405,10,84,71,43,71,43,48,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokemon becomes incapable of hearing anything for a while. This is considered to be a weak point."
295,exploud,10,43,1,-1,840,15,104,91,63,91,73,68,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokemon only raises its voice when it is in battle.
296,makuhita,2,47,2,-1,864,10,72,60,30,20,30,25,"Makuhita has a tireless spirit-it will never give up hope.  It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokemon packs its body with energy."
297,hariyama,4,47,2,-1,2538,23,144,120,60,40,60,50,"Hariyama's thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokemon bears down and tightens all its muscles, its body becomes as hard as a rock."
298,azurill,4,47,1,18,20,2,50,20,40,20,40,20,"Azurill's tail is large and bouncy. It is packed full of the nutrients this Pokemon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail."
299,nosepass,6,5,6,-1,970,10,30,45,135,45,90,30,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokemon actually moves by a little over 3/8 of an inch every year."
300,skitty,5,56,1,-1,110,6,50,45,45,35,35,50,"Skitty is known to chase around playfully after its own tail.  In the wild, this Pokemon lives in holes in the trees of forests.  It is very popular as a pet because of its adorable looks."
301,delcatty,10,56,1,-1,326,11,70,65,65,55,55,90,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokemon approach it as it sleeps, this Pokemon will never fight-it will just move away somewhere else."
302,sableye,9,51,17,8,110,5,50,75,75,65,65,50,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokemon's body surface.
303,mawile,8,52,9,18,115,6,50,85,85,55,55,50,"Don't be taken in by this Pokemon's cute face-it's very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed."
304,aron,8,5,9,6,600,4,50,70,100,40,40,30,"Aron has a body of steel. With one all-out charge, this Pokemon can demolish even a heavy dump truck.  The destroyed dump truck then becomes a handy meal for the Pokemon."
305,lairon,9,5,9,6,1200,9,60,90,140,50,50,40,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokemon often clashes with humans mining the iron ore."
306,aggron,10,5,9,6,3600,21,70,110,180,60,60,50,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokemon will haul topsoil to the area, plant trees, and beautifully restore its own territory."
307,meditite,6,74,2,14,112,6,30,40,55,40,55,60,Meditite heightens its inner energy through meditation.  It survives on just one berry a day. Minimal eating is another aspect of this Pokemon's training.
308,medicham,8,74,2,14,315,13,60,60,75,60,75,80,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers.  This Pokemon is known to meditate for a whole month without eating."
309,electrike,6,9,13,-1,152,6,40,45,40,65,40,65,"Electrike runs faster than the human eye can follow.  The friction from running is converted into electricity, which is then stored in this Pokemon's fur."
310,manectric,8,9,13,-1,402,15,70,75,60,105,60,105,Manectric discharges strong electricity from its mane.  The mane is used for collecting electricity in the atmosphere.  This Pokemon creates thunderclouds above its head.
311,plusle,8,57,13,-1,42,4,60,50,40,85,75,95,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokemon cries loudly."
312,minun,8,58,13,-1,42,4,60,40,50,75,85,95,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokemon gives off increasing amounts of sparks."
313,volbeat,6,35,7,-1,177,7,65,73,75,47,85,85,"Volbeat's tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky.  This Pokemon loves the sweet aroma given off by Illumise."
314,illumise,6,12,7,-1,177,6,65,47,75,73,85,85,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokemon is said to earn greater respect from its peers by composing more complex designs in the sky.
315,roselia,5,30,12,4,20,3,50,60,45,100,80,65,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokemon's head contain a vicious poison."
316,gulpin,6,64,4,-1,103,4,70,43,53,43,53,40,Most of Gulpin's body is made up of its stomach-its heart and brain are very small in comparison. This Pokemon's stomach contains special enzymes that dissolve anything.
317,swalot,10,64,4,-1,800,17,100,73,83,73,83,55,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokemon's mouth."
318,carvanha,5,24,11,17,208,8,45,90,20,65,20,65,"If anything invades Carvanha's territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokemon turns suddenly timid."
319,sharpedo,7,24,11,17,888,18,70,120,40,95,40,95,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokemon's drawback is its inability to swim long distances.
320,wailmer,8,41,11,-1,1300,20,130,70,35,70,35,60,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokemon can elevate the height of its bounces."
321,wailord,9,41,11,-1,3980,145,170,90,45,90,45,60,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokemon leaping out of the sea with others in its pod."
322,numel,4,12,10,5,240,7,60,60,40,65,45,35,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens.  In that event, the Pokemon's body grows heavy and its movements become sluggish."
323,camerupt,8,40,10,5,2200,19,70,100,70,105,75,40,The humps on Camerupt's back are formed by a transformation of its bones. They sometimes blast out molten magma.  This Pokemon apparently erupts often when it is enraged.
324,torkoal,6,73,10,-1,804,5,70,85,140,85,70,20,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokemon burns more coal."
325,spoink,8,47,14,-1,306,7,60,25,35,70,80,60,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokemon's psychokinetic powers. It is therefore on a constant search for a bigger pearl.
326,grumpig,10,47,14,-1,715,9,80,45,65,90,110,80,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely.  This Pokemon's black pearls are valuable as works of art."
327,spinda,3,20,1,-1,50,11,60,60,60,60,60,60,No two Spinda are said to have identical spot patterns on their hides. This Pokemon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.
328,trapinch,9,52,5,-1,150,7,45,100,45,45,45,10,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokemon can go a whole week without access to any water.
329,vibrava,10,26,5,16,153,11,50,70,50,50,50,70,"Vibrava's wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating."
330,flygon,10,26,5,16,820,20,80,100,80,80,80,100,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokemon is said to be the desert spirit."
331,cacnea,6,8,12,-1,513,4,50,85,40,85,40,35,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokemon battles by wildly swinging its thorny arms."
332,cacturne,8,8,12,17,774,13,70,115,60,115,60,55,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokemon are biding their time, waiting for the traveler to tire and become incapable of moving."
333,swablu,9,30,1,3,12,4,45,40,60,40,75,50,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokemon finds a stream and showers itself."
334,altaria,10,30,16,3,206,11,75,70,90,70,105,80,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokemon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.
335,zangoose,8,17,1,-1,403,13,73,115,60,60,60,90,"Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This Pokemon shares a bitter rivalry with Seviper that dates back over generations."
336,seviper,6,61,4,-1,525,27,73,100,60,100,60,65,Seviper's swordlike tail serves two purposes-it slashes foes and douses them with secreted poison. This Pokemon will not give up its long-running blood feud with Zangoose.
337,lunatone,6,26,6,14,1680,10,90,55,65,95,85,70,"Lunatone becomes active around the time of the full moon.  Instead of walking, it moves by floating in midair.  The Pokemon's intimidating red eyes cause all those who see it to become transfixed with fear."
338,solrock,6,26,6,14,1540,12,90,95,85,55,65,70,Sunlight is the source of Solrock's power. It is said to possess the ability to read the emotions of others. This Pokemon gives off intense heat while rotating its body.
339,barboach,5,12,11,5,19,4,50,48,43,46,41,60,"Barboach's body is covered with a slimy film. If a foe grabs it, this Pokemon just slips out of the enemy's grip. This Pokemon grows weak if the slimy coating dries up."
340,whiscash,7,12,11,5,236,9,110,78,73,76,71,60,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokemon has the ability to predict real earthquakes."
341,corphish,6,52,11,-1,115,6,43,80,65,50,35,35,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food-it will eat anything.  This Pokemon has no trouble living in filthy water.
342,crawdaunt,8,52,11,17,328,11,63,120,85,90,55,55,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokemon hides in its streambed burrow to avoid attack from its foes."
343,baltoy,5,26,5,14,215,5,40,40,55,40,70,55,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokemon sleeps while cleverly balancing itself on its one foot."
344,claydol,8,26,5,14,1080,15,60,70,105,70,120,75,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokemon shoots beams from both its hands."
345,lileep,9,21,6,12,238,10,66,41,77,61,87,23,"Lileep is an ancient Pokemon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokemon intently scans for prey with its two eyes."
346,cradily,10,21,6,12,604,15,86,81,97,81,107,43,"Cradily's body serves as an anchor, preventing it from being washed away in rough seas. This Pokemon secretes a strong digestive fluid from its tentacles."
347,anorith,10,4,6,7,125,7,45,95,50,40,50,75,"Anorith is said to be a type of Pokemon predecessor, with eight wings at the sides of its body. This Pokemon swam in the primordial sea by undulating these eight wings."
348,armaldo,10,4,6,7,682,15,75,125,100,70,80,45,"Armaldo is a Pokemon species that became extinct in prehistoric times. This Pokemon is said to have walked on its hind legs, which would have been more convenient for life on land."
349,feebas,9,33,11,-1,74,6,20,15,20,10,55,80,"While Feebas's body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokemon is also slow and dimwitted, making it an easy catch."
350,milotic,10,63,11,-1,1620,62,95,60,79,100,125,81,"Milotic live at the bottom of large lakes. When this Pokemon's body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts."
351,castform,10,59,1,-1,8,3,70,70,70,70,70,70,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds.  This Pokemon's feelings change with the weather."
352,kecleon,4,16,1,-1,220,10,60,90,70,60,120,40,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed.  Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target."
353,shuppet,4,15,8,-1,23,6,44,75,35,63,33,45,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people."
354,banette,6,15,8,-1,125,11,64,115,65,83,63,65,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette.  The Pokemon's energy would escape if it were to ever open its mouth."
355,duskull,6,26,8,-1,150,8,20,40,90,30,90,25,Duskull wanders lost among the deep darkness of midnight.  There is an oft-told admonishment given to misbehaving children that this Pokemon will spirit away bad children who earn scoldings from their mothers.
356,dusclops,10,46,8,-1,306,16,40,70,130,60,130,25,"Dusclops absorbs anything, however large the object may be.  This Pokemon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear.  The hypnotized foe is made to do Dusclops's bidding."
357,tropius,8,34,12,3,1000,20,99,68,83,72,87,51,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokemon flies by flapping the leaves on its back as if they were wings.
358,chimecho,5,26,14,-1,10,6,75,50,80,95,90,65,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokemon plucks berries with its long tail and eats them."
359,absol,9,46,17,-1,470,12,65,130,60,75,60,75,"Absol has the ability to foretell the coming of natural disasters.  It lives in a harsh, rugged mountain environment. This Pokemon very rarely ventures down from the mountains."
360,wynaut,6,23,14,-1,140,6,95,23,48,23,48,23,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokemon gains endurance and is trained to dole out powerful counterattacks."
361,snorunt,3,39,15,-1,168,7,50,50,50,50,50,50,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokemon is sure to prosper for many generations to come.
362,glalie,10,39,15,-1,2565,15,80,80,80,80,80,80,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokemon enjoys eating it in leisurely fashion."
363,spheal,4,47,15,11,395,8,70,40,50,55,50,25,"Spheal always travels by rolling around on its ball-like body.  When the season for ice floes arrives, this Pokemon can be seen rolling about on ice and crossing the sea."
364,sealeo,7,47,15,11,876,11,90,60,70,75,70,45,"Sealeo often balances and rolls things on the tip of its nose. While the Pokemon is rolling something, it checks the object's aroma and texture to determine whether it likes the object or not."
365,walrein,10,47,15,11,1506,14,110,80,90,95,90,65,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly."
366,clamperl,6,75,11,-1,525,4,35,64,85,74,55,32,"Clamperl grows while being protected by its rock-hard shell.  When its body becomes too large to fit inside the shell, it is sure evidence that this Pokemon is getting close to evolution."
367,huntail,10,33,11,-1,270,17,55,104,105,94,75,52,"Huntail's tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokemon swims by wiggling its slender body like a snake."
368,gorebyss,10,33,11,-1,226,18,55,84,105,114,75,52,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokemon inserts its thin mouth into the prey's body and drains the prey of its body fluids."
369,relicanth,9,33,11,6,234,10,100,90,130,45,65,55,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokemon's body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.
370,luvdisc,6,33,11,-1,87,6,43,30,55,40,65,97,Luvdisc's heart-shaped body is a symbol of love and romance.  It is said that any couple meeting this Pokemon is promised a loving relationship that never ends.
371,bagon,8,69,16,-1,421,6,45,75,60,40,30,50,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokemon slams its hard head against huge rocks and shatters them into pebbles."
372,shelgon,10,69,16,-1,1105,11,65,95,100,60,50,50,"Covering Shelgon's body are outgrowths much like bones.  The shell is very hard and bounces off enemy attacks.  When awaiting evolution, this Pokemon hides away in a cavern."
373,salamence,10,22,16,3,1026,15,95,135,80,110,80,100,"By evolving into Salamence, this Pokemon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth."
374,beldum,8,29,9,14,952,6,40,55,80,35,60,30,"Beldum keeps itself floating by generating a magnetic force that repels earth's natural magnetism. When it sleeps, this Pokemon anchors itself to a cliff using the hooks on its rear."
375,metang,10,29,9,14,2025,12,60,75,100,55,80,50,"When two Beldum fuse together, Metang is formed.  The brains of the Beldum are joined by a magnetic nervous system. This Pokemon turns its arms to the rear for traveling at high speed."
376,metagross,10,29,9,14,5500,16,80,135,130,95,90,70,"Metagross is the result of two Metang achieving fusion.  When hunting, this Pokemon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
377,regirock,10,29,6,-1,2300,17,80,100,200,50,100,50,"Regirock's body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations."
378,regice,10,29,15,-1,1750,18,80,50,100,100,200,50,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.  Things will freeze solid just by going near this Pokemon.  Its icy body is so cold, it will not melt even if it is immersed in magma."
379,registeel,10,29,9,-1,2050,19,80,75,150,75,150,50,Registeel was imprisoned by people in ancient times.  The metal composing its body is thought to be a curious substance that is not of this earth.
380,latias,10,26,16,14,400,14,80,80,90,110,130,110,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down.  The Pokemon enfolds its body with its down and refracts light to alter its appearance.
381,latios,10,26,16,14,600,20,80,90,80,130,110,110,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokemon can fly faster than a jet plane by folding its forelegs to minimize air resistance.
382,kyogre,10,2,11,-1,3520,45,100,100,90,150,140,90,"Kyogre is said to be the personification of the sea itself.  Legends tell of its many clashes against Groudon, as each sought to gain the power of nature."
383,groudon,10,70,5,-1,9500,35,100,150,140,100,90,90,"Through Primal Reversion and with nature's full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world."
384,rayquaza,10,76,16,3,2065,70,105,150,90,150,90,95,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve."
385,jirachi,10,32,9,14,11,3,100,100,100,100,100,100,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.
386,deoxys-normal,10,46,14,-1,608,17,50,150,50,150,50,150,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokemon shoots lasers from the crystalline organ on its chest.
387,turtwig,9,65,12,-1,102,4,55,68,64,45,55,31,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
388,grotle,10,65,12,-1,970,11,75,89,85,55,65,36,It knows where pure water wells up. It carries fellow Pokemon there on its back.
389,torterra,10,65,12,5,3100,22,95,109,105,75,85,56,Small Pokemon occasionally gather on its unmoving back to begin building their nests.
390,chimchar,9,66,10,-1,62,5,44,58,44,58,44,61,The gas made in its belly burns from its rear end.  The fire burns weakly when it feels sick.
391,monferno,10,66,10,2,220,9,64,78,52,78,52,81,It uses ceilings and walls to launch aerial attacks.  Its fiery tail is but one weapon.
392,infernape,10,66,10,2,550,12,76,104,71,104,71,108,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
393,piplup,9,67,11,-1,52,4,53,51,53,61,56,40,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
394,prinplup,10,67,11,-1,230,8,64,66,68,81,76,50,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.
395,empoleon,10,67,11,9,845,17,84,86,88,111,101,60,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,starly,2,51,1,3,20,3,40,55,30,30,30,60,"They flock around mountains and fields, chasing after bug Pokemon. Their singing is noisy and annoying."
397,staravia,4,22,1,3,155,6,55,75,50,40,40,80,It lives in forests and fields. Squabbles over territory occur when flocks collide.
398,staraptor,10,22,1,3,249,12,85,120,70,50,60,100,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings."
399,bidoof,1,86,1,-1,200,5,59,45,40,35,40,31,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
400,bibarel,2,86,1,11,315,10,79,85,60,55,60,71,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,kricketot,5,61,7,-1,22,3,37,25,41,25,41,25,"When its antennae hit each other, it sounds like the music of a xylophone."
402,kricketune,5,68,7,-1,255,10,77,85,51,55,51,65,It signals its emotions with its melodies. Scientists are studying these melodic patterns.
403,shinx,8,79,13,-1,95,5,45,65,34,40,34,45,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,luxio,10,79,13,-1,305,9,60,85,49,60,49,60,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
405,luxray,10,79,13,-1,420,14,80,120,79,95,79,70,Luxray's ability to see through objects comes in handy when it's scouting for danger.
406,budew,5,30,12,4,12,2,40,30,35,50,70,55,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,roserade,10,30,12,4,145,9,60,70,65,125,105,90,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
408,cranidos,10,104,6,-1,315,9,67,125,40,30,30,58,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts."
409,rampardos,10,104,6,-1,1025,16,97,165,60,65,50,58,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
410,shieldon,10,5,6,9,570,5,30,42,118,42,88,30,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.
411,bastiodon,10,5,6,9,1495,13,60,52,168,47,138,30,Any frontal attack is repulsed. It is a docile Pokemon that feeds on grass and berries.
412,burmy,9,61,7,-1,34,2,40,29,45,29,45,36,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby."
413,wormadam-plant,7,107,7,12,65,5,60,59,85,79,105,36,"When Burmy evolved, its cloak became a part of this Pokemon's body. The cloak is never shed."
414,mothim,9,68,7,3,233,9,70,94,50,94,50,66,It flutters around at night and steals honey from the Combee hive.
415,combee,5,118,7,3,55,3,30,30,42,30,42,70,"It collects and delivers honey to its colony.  At night, they cluster to form a beehive and sleep."
416,vespiquen,10,46,7,3,385,12,70,80,102,80,102,40,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
417,pachirisu,9,50,13,-1,39,4,60,45,70,45,90,95,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
418,buizel,7,33,11,-1,295,7,55,65,35,60,30,85,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
419,floatzel,10,33,11,-1,335,11,85,105,55,85,50,115,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
420,cherubi,5,34,12,-1,33,4,45,35,45,62,53,35,It evolves by sucking the energy out of the small ball where it had been storing nutrients.
421,cherrim,10,122,12,-1,93,5,70,60,70,87,78,85,"If it senses strong sunlight, it opens its folded petals to absorb the sun's rays with its whole body."
422,shellos,9,60,11,-1,63,3,76,48,48,57,62,34,"Its shape and coloration vary, depending on its habitat."
423,gastrodon,10,60,11,5,299,9,111,83,68,92,82,39,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
424,ambipom,10,101,1,-1,203,12,75,100,66,60,66,115,"To eat, it deftly shucks nuts with its two tails.  It rarely uses its arms now."
425,drifloon,10,106,8,3,12,4,90,50,34,60,44,70,These Pokemon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.
426,drifblim,10,106,8,3,150,12,150,80,44,90,54,80,"It's drowsy in daytime, but flies off in the evening in big groups. No one knows where they go."
427,buneary,9,50,1,-1,55,4,55,66,44,44,56,85,"When it senses danger, it perks up its ears.  On cold nights, it sleeps with its head tucked into its fur."
428,lopunny,10,56,1,-1,333,12,65,76,84,54,96,105,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs."
429,mismagius,10,26,8,-1,44,9,60,60,60,105,105,105,Its cries sound like incantations to torment the foe.  It appears where you least expect it.
430,honchkrow,10,15,17,3,273,9,100,125,52,105,52,71,"Becoming active at night, it is known to swarm with numerous Murkrow in tow."
431,glameow,9,7,1,-1,39,5,49,55,42,42,37,85,"When it's happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon."
432,purugly,10,47,1,-1,438,10,71,82,64,64,59,112,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails."
433,chingling,6,26,14,-1,6,2,45,30,50,65,50,45,"There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound."
434,stunky,5,1,4,17,192,4,63,63,47,41,41,74,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,skuntank,10,1,4,17,380,10,103,93,67,71,61,84,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
436,bronzor,3,26,9,14,605,5,57,24,86,24,86,23,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,bronzong,8,26,9,14,1870,13,67,89,116,79,116,33,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
438,bonsly,9,5,6,-1,150,5,50,80,95,10,45,10,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
439,mime-jr,9,43,14,18,130,6,20,25,45,70,90,60,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokemon."
440,happiny,5,30,1,-1,244,6,100,5,5,15,65,30,"It carefully carries a round, white rock that it thinks is an egg. It's bothered by how curly its hair looks."
441,chatot,9,51,1,3,19,5,76,65,45,92,42,91,"It can learn and speak human words. If they gather, they all learn the same saying."
442,spiritomb,9,46,8,17,1080,10,50,92,108,92,108,35,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
443,gible,8,8,16,5,205,7,58,70,45,40,45,42,"It nests in small, horizontal holes in cave walls.  It pounces to catch prey that stray too close."
444,gabite,9,8,16,5,560,14,68,90,65,50,55,82,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest."
445,garchomp,10,8,16,5,950,19,108,130,95,80,85,102,It flies at speeds equal to a jet fighter plane.  It never allows its prey to escape.
446,munchlax,8,53,1,-1,1050,6,135,85,40,40,85,5,It conceals food under the long fur on its body.  It carts around this food stash and swallows it without chewing.
447,riolu,10,80,2,-1,202,7,40,70,40,35,40,60,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,lucario,10,80,2,9,540,12,70,110,70,115,70,90,"By reading the auras of all things, it can tell how others are feeling from over half a mile away."
449,hippopotas,9,45,5,-1,495,8,68,72,78,38,42,32,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,hippowdon,9,45,5,-1,3000,20,108,112,118,68,72,47,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,skorupi,9,4,4,7,120,8,40,50,90,30,55,65,It burrows under the sand to lie in wait for prey.  Its tail claws can inject its prey with a savage poison.
452,drapion,10,4,4,17,615,13,70,90,110,60,75,95,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,croagunk,9,107,4,2,230,7,48,61,40,61,40,50,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab."
454,toxicroak,10,107,4,2,444,13,83,106,65,86,65,85,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,carnivine,9,26,12,-1,270,14,74,100,72,90,72,46,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
456,finneon,6,33,11,-1,70,4,49,49,56,49,61,66,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,lumineon,10,33,11,-1,240,12,69,69,76,69,86,91,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
458,mantyke,8,33,11,3,650,10,45,20,50,60,120,50,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
459,snover,10,117,12,15,505,10,60,62,50,62,60,40,"In the spring, it grows berries with the texture of frozen treats around its belly."
